cid	kmname	str
185	changes_to_admission_note	additions and/or corrections to the admission note
185	changes_to_admission_note	addition and or correction to the admission note
185	changes_to_admission_note	addition correction admission note
185	changes_to_admission_note	addition and/or correction to admission
185	changes_to_admission_note	addition and or correction to admission
185	changes_to_admission_note	addition correction admission
185	changes_to_admission_note	corrections to admission note
185	changes_to_admission_note	correction to admission note
185	changes_to_admission_note	correction admission note
185	changes_to_admission_note	addition correction admission note
185	changes_to_admission_note	addition and/or correction to the admission note
185	changes_to_admission_note	addition and or correction to the admission note
185	changes_to_admission_note	addition correction admission note
185	changes_to_admission_note	changes to admission note
185	changes_to_admission_note	change to admission note
185	changes_to_admission_note	change admission note
186	hospital_course	course in the emergency department
186	hospital_course	course emergency department
186	hospital_course	hospital course
186	hospital_course	hospital_course
186	hospital_course	history/hospital course
186	hospital_course	history hospital course
186	hospital_course	brief hospital course
187	clinical_trend	clinical trend
187	clinical_trend	clinical_trend
188	hospital_course_by_problem	summary of hospital course by problem
188	hospital_course_by_problem	summary hospital course problem
188	hospital_course_by_problem	hospital_course_by_problem
188	hospital_course_by_problem	hospital course by problem
188	hospital_course_by_problem	hospital course problem
188	hospital_course_by_problem	hospital course by problems
188	hospital_course_by_problem	hospital course by problem
188	hospital_course_by_problem	hospital course problem
189	hospital_course_by_location	hospital_course_by_location
189	hospital_course_by_location	hospital course by location
189	hospital_course_by_location	hospital course location
190	emergency_department_course	emergency department course
190	emergency_department_course	course in the emergency department
190	emergency_department_course	course emergency department
190	emergency_department_course	emergency department course/medical decision-makin
190	emergency_department_course	emergency department course medical decision makin
190	emergency_department_course	emergency department course/medical decision makin
190	emergency_department_course	emergency department course medical decision makin
190	emergency_department_course	emergency_department_course
190	emergency_department_course	emergency department course/diagnostic data
190	emergency_department_course	emergency department course diagnostic data
190	emergency_department_course	emergency room course
190	emergency_department_course	emergency department management
190	emergency_department_course	ed course
191	nursery_course	nursery_course
191	nursery_course	nursery course
192	nicu_course	nicu course
192	nicu_course	nicu_course
193	micu_course	micu course
193	micu_course	micu_course
194	hospital_course_by_system	hospital_course_by_system
194	hospital_course_by_system	hospital course by system
194	hospital_course_by_system	hospital course system
194	hospital_course_by_system	icu course by system
194	hospital_course_by_system	icu course system
194	hospital_course_by_system	summary by system
195	general_course	general_course
195	general_course	general course
195	general_course	gen
196	derm_course	integ
196	derm_course	integumentary system
196	derm_course	skn
196	derm_course	derm course
196	derm_course	integumentary
196	derm_course	dermatologic
196	derm_course	skin
196	derm_course	derm_course
196	derm_course	derm
196	derm_course	skin/dermatologic
196	derm_course	skin dermatologic
196	derm_course	integument
197	heent_course	heent course
197	heent_course	heent/neck
197	heent_course	heent neck
197	heent_course	heent_course
197	heent_course	heent
197	heent_course	hent
197	heent_course	head eyes ears nose and throat
197	heent_course	head eye ear nose and throat
197	heent_course	head eye ear nose throat
198	head_neck_course	head neck course
198	head_neck_course	head & neck
198	head_neck_course	head neck
198	head_neck_course	head/neck
198	head_neck_course	head neck
198	head_neck_course	head and neck
198	head_neck_course	head neck
198	head_neck_course	head_neck_course
199	head_course	head_course
199	head_course	head course
199	head_course	head
200	neck_course	neck_course
200	neck_course	neck
200	neck_course	neck course
201	ent_course	ears & nose & sinuses & mouth & thr
201	ent_course	ear nose sinus mouth thr
201	ent_course	ent course
201	ent_course	ent
201	ent_course	ent_course
202	ears_course	ear
202	ears_course	ears course
202	ears_course	ear course
202	ears_course	ears_course
203	hearing_course	hearing course
203	hearing_course	hearing_course
204	nose_course	nose course
204	nose_course	nose
204	nose_course	nose_course
205	throat_course	throat_course
205	throat_course	throat course
205	throat_course	throat
206	ophthalmologic_course	ophtalmologic
206	ophthalmologic_course	eye
206	ophthalmologic_course	ophthalmologic_course
206	ophthalmologic_course	eyes
206	ophthalmologic_course	eye
206	ophthalmologic_course	ophtho
206	ophthalmologic_course	ophthalmologic
206	ophthalmologic_course	ophthalmologic course
207	oral_cavity_course	oral cavity course
207	oral_cavity_course	oral_cavity_course
207	oral_cavity_course	oropharynx
207	oral_cavity_course	op
208	face_course	face course
208	face_course	face_course
208	face_course	face
209	lymphatic_course	lym
209	lymphatic_course	lymphatic_course
209	lymphatic_course	lymphatic
209	lymphatic_course	Lymphatic System
209	lymphatic_course	lymphatic system
209	lymphatic_course	lymph
209	lymphatic_course	lymphatic course
210	hematology_course	hematology_course
210	hematology_course	hematologic
210	hematology_course	Hematopoeitic System
210	hematology_course	hematopoeitic system
210	hematology_course	hematologic system
210	hematology_course	hematology course
211	clotting_course	clotting_course
211	clotting_course	clotting course
211	clotting_course	clot course
211	clotting_course	clotting
211	clotting_course	clot
211	clotting_course	clotting history
211	clotting_course	clot history
212	cardiovascular_course	cv
212	cardiovascular_course	cardiorespiratory
212	cardiovascular_course	cvs
212	cardiovascular_course	cv
212	cardiovascular_course	cardiovascular course
212	cardiovascular_course	heart
212	cardiovascular_course	cardiovascular
212	cardiovascular_course	cardiovascular_course
212	cardiovascular_course	cardiovascular system
212	cardiovascular_course	cardiac
212	cardiovascular_course	cor
213	vascular_course	vascular
213	vascular_course	vascular_course
213	vascular_course	vascular course
214	thorax_course	thorax
214	thorax_course	thorax_course
214	thorax_course	thorax course
215	gastrointestinal_course	gastrointestinal system
215	gastrointestinal_course	gastrointestinal
215	gastrointestinal_course	gastrointestinal_course
215	gastrointestinal_course	gi
215	gastrointestinal_course	gastrointestinal course
215	gastrointestinal_course	abdomen (GI)
215	gastrointestinal_course	abdomen gi
215	gastrointestinal_course	gastro
216	genitourinary_course	Genitourinary Reproductive and Obstetrical course
216	genitourinary_course	genitourinary reproductive and obstetric course
216	genitourinary_course	genitourinary reproductive obstetric course
216	genitourinary_course	genitourinary
216	genitourinary_course	gu
216	genitourinary_course	genitourinary_course
216	genitourinary_course	pelvis/genital
216	genitourinary_course	pelvis genital
216	genitourinary_course	genitourinary system
216	genitourinary_course	genitourinary course
216	genitourinary_course	genito
217	urinary_tract_course	urinary_tract_course
217	urinary_tract_course	urinary tract course
218	genital_course	Reproductive
218	genital_course	reproductive
218	genital_course	genitalia
218	genital_course	reproductive system
218	genital_course	genital course
218	genital_course	genital
218	genital_course	genital_course
219	pelvic_course	pelvis
219	pelvic_course	pelvic_course
219	pelvic_course	pelvic course
220	female_gu_course	female gu course
220	female_gu_course	female_gu_course
221	male_gu_course	male GU
221	male_gu_course	male gu
221	male_gu_course	Male Genitourinary and Reproductive
221	male_gu_course	male genitourinary and reproductive
221	male_gu_course	male genitourinary reproductive
221	male_gu_course	male_gu_course
221	male_gu_course	male gu course
222	stds_course	stds course
222	stds_course	std course
222	stds_course	Sexual and Venereal Diseases History and Symptoms
222	stds_course	sexual and venereal disease history and symptom
222	stds_course	sexual venereal disease history symptom
222	stds_course	stds_course
223	menstrual_status_course	menstrual status
223	menstrual_status_course	menstrual_status_course
223	menstrual_status_course	menstrual status course
223	menstrual_status_course	menses
224	neuro_psych_course	neuropsychiatric symptoms
224	neuro_psych_course	neuropsychiatric symptom
224	neuro_psych_course	neuro_psych_course
224	neuro_psych_course	neuropsychiatric
224	neuro_psych_course	neuro psych course
225	psychiatric_course	psyc
225	psychiatric_course	psych
225	psychiatric_course	psychiatric
225	psychiatric_course	psychiatric course
225	psychiatric_course	psychiatric_course
225	psychiatric_course	psychiatric symptoms & diseases
225	psychiatric_course	psychiatric symptom disease
226	behavior_course	behavior course
226	behavior_course	behavior_course
227	neurological_course	neurologically
